match_id,date,gender,competition,competition_id,stage,team_a,team_b,team_a_score,team_b_score,sets_a,sets_b,winner,venue,country_host,neutral,source,source_match_id,tournament_no,no_in_tournament
fivb_vis:9999,2019-07-05,women,Volleyball Nations League,VNL_WOMEN,other,CHN,ITA,97,86,3,1,team_a,Olympic Sports Centre,,True,fivb_vis,9999,,
fivb_vis:10000,2019-07-06,women,Volleyball Nations League,VNL_WOMEN,other,TUR,BRA,48,75,0,3,team_b,Olympic Sports Centre,,True,fivb_vis,10000,,
fivb_vis:10001,2019-07-06,women,Volleyball Nations League,VNL_WOMEN,other,USA,CHN,90,73,3,1,team_a,Olympic Sports Centre,,True,fivb_vis,10001,,
fivb_vis:10002,2019-07-07,women,Volleyball Nations League,VNL_WOMEN,other,TUR,CHN,84,95,1,3,team_b,Olympic Sports Centre,,True,fivb_vis,10002,,
fivb_vis:10003,2019-07-07,women,Volleyball Nations League,VNL_WOMEN,other,BRA,USA,99,107,2,3,team_b,Olympic Sports Centre,,True,fivb_vis,10003,,
fivb_vis:10004,2019-05-31,men,Volleyball Nations League,VNL_MEN,other,IRN,ITA,95,94,3,1,team_a,Jiangmen Sports Center Gym,,True,fivb_vis,10004,,
fivb_vis:10005,2019-05-31,men,Volleyball Nations League,VNL_MEN,other,CHN,DEU,103,103,2,3,team_b,Jiangmen Sports Center Gym,,True,fivb_vis,10005,,
fivb_vis:10006,2019-05-31,men,Volleyball Nations League,VNL_MEN,other,CAN,BGR,86,95,1,3,team_b,Aconcagua Arena,,True,fivb_vis,10006,,
fivb_vis:10007,2019-05-31,men,Volleyball Nations League,VNL_MEN,other,ARG,PRT,75,59,3,0,team_a,Aconcagua Arena,,True,fivb_vis,10007,,
fivb_vis:10008,2019-05-31,men,Volleyball Nations League,VNL_MEN,other,USA,BRA,67,75,0,3,team_b,Spodek Arena,,True,fivb_vis,10008,,
fivb_vis:10009,2019-05-31,men,Volleyball Nations League,VNL_MEN,other,POL,AUS,99,76,3,1,team_a,Spodek Arena,,True,fivb_vis,10009,,
fivb_vis:10010,2019-05-31,men,Volleyball Nations League,VNL_MEN,other,SRB,JPN,72,99,1,3,team_b,SPC Vojvodina,,True,fivb_vis,10010,,
fivb_vis:10011,2019-05-31,men,Volleyball Nations League,VNL_MEN,other,FRA,RUS,95,89,3,1,team_a,SPC Vojvodina,,True,fivb_vis,10011,,
fivb_vis:10012,2019-06-01,men,Volleyball Nations League,VNL_MEN,other,ITA,DEU,80,72,3,0,team_a,Jiangmen Sports Center Gym,,True,fivb_vis,10012,,
fivb_vis:10013,2019-06-01,men,Volleyball Nations League,VNL_MEN,other,CHN,IRN,61,75,0,3,team_b,Jiangmen Sports Center Gym,,True,fivb_vis,10013,,
fivb_vis:10014,2019-06-01,men,Volleyball Nations League,VNL_MEN,other,CAN,PRT,75,59,3,0,team_a,Aconcagua Arena,,True,fivb_vis,10014,,
fivb_vis:10015,2019-06-01,men,Volleyball Nations League,VNL_MEN,other,ARG,BGR,75,60,3,0,team_a,Aconcagua Arena,,True,fivb_vis,10015,,
fivb_vis:10016,2019-06-01,men,Volleyball Nations League,VNL_MEN,other,BRA,AUS,124,111,3,2,team_a,Spodek Arena,,True,fivb_vis,10016,,
fivb_vis:10017,2019-06-01,men,Volleyball Nations League,VNL_MEN,other,USA,POL,117,117,2,3,team_b,Spodek Arena,,True,fivb_vis,10017,,
fivb_vis:10018,2019-06-01,men,Volleyball Nations League,VNL_MEN,other,JPN,RUS,89,98,1,3,team_b,SPC Vojvodina,,True,fivb_vis,10018,,
fivb_vis:10019,2019-06-01,men,Volleyball Nations League,VNL_MEN,other,SRB,FRA,79,95,1,3,team_b,SPC Vojvodina,,True,fivb_vis,10019,,
fivb_vis:10020,2019-06-02,men,Volleyball Nations League,VNL_MEN,other,DEU,IRN,75,84,0,3,team_b,Jiangmen Sports Center Gym,,True,fivb_vis,10020,,
fivb_vis:10021,2019-06-02,men,Volleyball Nations League,VNL_MEN,other,CHN,ITA,58,76,0,3,team_b,Jiangmen Sports Center Gym,,True,fivb_vis,10021,,
fivb_vis:10022,2019-06-02,men,Volleyball Nations League,VNL_MEN,other,PRT,BGR,97,95,3,1,team_a,Aconcagua Arena,,True,fivb_vis,10022,,
fivb_vis:10023,2019-06-02,men,Volleyball Nations League,VNL_MEN,other,ARG,CAN,97,96,1,3,team_b,Aconcagua Arena,,True,fivb_vis,10023,,
fivb_vis:10024,2019-06-02,men,Volleyball Nations League,VNL_MEN,other,AUS,USA,82,96,1,3,team_b,Spodek Arena,,True,fivb_vis,10024,,
fivb_vis:10025,2019-06-02,men,Volleyball Nations League,VNL_MEN,other,BRA,POL,97,78,3,1,team_a,Spodek Arena,,True,fivb_vis,10025,,
fivb_vis:10026,2019-06-02,men,Volleyball Nations League,VNL_MEN,other,JPN,FRA,83,100,1,3,team_b,SPC Vojvodina,,True,fivb_vis,10026,,
fivb_vis:10027,2019-06-02,men,Volleyball Nations League,VNL_MEN,other,RUS,SRB,108,107,3,2,team_a,SPC Vojvodina,,True,fivb_vis,10027,,
fivb_vis:10028,2019-06-07,men,Volleyball Nations League,VNL_MEN,other,FRA,POL,102,95,3,1,team_a,Beilun Sports and Arts Center,,True,fivb_vis,10028,,
fivb_vis:10029,2019-06-07,men,Volleyball Nations League,VNL_MEN,other,CHN,BGR,76,61,3,0,team_a,Beilun Sports and Arts Center,,True,fivb_vis,10029,,
fivb_vis:10030,2019-06-07,men,Volleyball Nations League,VNL_MEN,other,ITA,USA,88,91,3,1,team_a,Ufa Arena,,True,fivb_vis,10030,,
fivb_vis:10031,2019-06-07,men,Volleyball Nations League,VNL_MEN,other,RUS,PRT,75,61,3,0,team_a,Ufa Arena,,True,fivb_vis,10031,,
fivb_vis:10032,2019-06-07,men,Volleyball Nations League,VNL_MEN,other,BRA,IRN,117,107,3,2,team_a,Musashino Forest Sport Plaza,,True,fivb_vis,10032,,
fivb_vis:10033,2019-06-07,men,Volleyball Nations League,VNL_MEN,other,JPN,ARG,83,63,3,0,team_a,Musashino Forest Sport Plaza,,True,fivb_vis,10033,,
fivb_vis:10034,2019-06-07,men,Volleyball Nations League,VNL_MEN,other,DEU,SRB,108,106,3,2,team_a,The Arena at TD Place,,True,fivb_vis,10034,,
fivb_vis:10035,2019-06-07,men,Volleyball Nations League,VNL_MEN,other,CAN,AUS,75,58,3,0,team_a,The Arena at TD Place,,True,fivb_vis,10035,,
fivb_vis:10036,2019-06-08,men,Volleyball Nations League,VNL_MEN,other,POL,BGR,99,89,3,1,team_a,Beilun Sports and Arts Center,,True,fivb_vis,10036,,
fivb_vis:10037,2019-06-08,men,Volleyball Nations League,VNL_MEN,other,CHN,FRA,59,75,0,3,team_b,Beilun Sports and Arts Center,,True,fivb_vis,10037,,
fivb_vis:10038,2019-06-08,men,Volleyball Nations League,VNL_MEN,other,ITA,PRT,75,44,3,0,team_a,Ufa Arena,,True,fivb_vis,10038,,
fivb_vis:10039,2019-06-08,men,Volleyball Nations League,VNL_MEN,other,RUS,USA,75,56,3,0,team_a,Ufa Arena,,True,fivb_vis,10039,,
fivb_vis:10040,2019-06-08,men,Volleyball Nations League,VNL_MEN,other,ARG,IRN,98,104,1,3,team_b,Musashino Forest Sport Plaza,,True,fivb_vis,10040,,
fivb_vis:10041,2019-06-08,men,Volleyball Nations League,VNL_MEN,other,JPN,BRA,62,75,0,3,team_b,Musashino Forest Sport Plaza,,True,fivb_vis,10041,,
fivb_vis:10042,2019-06-08,men,Volleyball Nations League,VNL_MEN,other,SRB,AUS,101,101,3,2,team_a,The Arena at TD Place,,True,fivb_vis,10042,,
fivb_vis:10043,2019-06-08,men,Volleyball Nations League,VNL_MEN,other,CAN,DEU,115,107,3,2,team_a,The Arena at TD Place,,True,fivb_vis,10043,,
fivb_vis:10044,2019-06-09,men,Volleyball Nations League,VNL_MEN,other,BGR,FRA,106,105,3,2,team_a,Beilun Sports and Arts Center,,True,fivb_vis,10044,,
fivb_vis:10045,2019-06-09,men,Volleyball Nations League,VNL_MEN,other,CHN,POL,50,75,0,3,team_b,Beilun Sports and Arts Center,,True,fivb_vis,10045,,
fivb_vis:10046,2019-06-09,men,Volleyball Nations League,VNL_MEN,other,PRT,USA,84,97,1,3,team_b,Ufa Arena,,True,fivb_vis,10046,,
fivb_vis:10047,2019-06-09,men,Volleyball Nations League,VNL_MEN,other,RUS,ITA,79,61,3,0,team_a,Ufa Arena,,True,fivb_vis,10047,,
fivb_vis:10048,2019-06-09,men,Volleyball Nations League,VNL_MEN,other,ARG,BRA,108,112,2,3,team_b,Musashino Forest Sport Plaza,,True,fivb_vis,10048,,
fivb_vis:10049,2019-06-09,men,Volleyball Nations League,VNL_MEN,other,JPN,IRN,62,75,0,3,team_b,Musashino Forest Sport Plaza,,True,fivb_vis,10049,,
fivb_vis:10050,2019-06-09,men,Volleyball Nations League,VNL_MEN,other,AUS,DEU,75,56,3,0,team_a,The Arena at TD Place,,True,fivb_vis,10050,,
fivb_vis:10051,2019-06-09,men,Volleyball Nations League,VNL_MEN,other,CAN,SRB,104,115,2,3,team_b,The Arena at TD Place,,True,fivb_vis,10051,,
fivb_vis:10052,2019-06-14,men,Volleyball Nations League,VNL_MEN,other,BRA,SRB,104,99,2,3,team_b,Multiusos de Gondomar,,True,fivb_vis,10052,,
fivb_vis:10053,2019-06-14,men,Volleyball Nations League,VNL_MEN,other,PRT,CHN,75,62,3,0,team_a,Multiusos de Gondomar,,True,fivb_vis,10053,,
fivb_vis:10054,2019-06-14,men,Volleyball Nations League,VNL_MEN,other,JPN,ITA,88,102,1,3,team_b,Palace of Culture and Sport,,True,fivb_vis,10054,,
fivb_vis:10055,2019-06-14,men,Volleyball Nations League,VNL_MEN,other,BGR,AUS,111,111,3,2,team_a,Palace of Culture and Sport,,True,fivb_vis,10055,,
fivb_vis:10056,2019-06-14,men,Volleyball Nations League,VNL_MEN,other,RUS,POL,99,87,3,1,team_a,Al Ghadir Sports Complex,,True,fivb_vis,10056,,
fivb_vis:10057,2019-06-14,men,Volleyball Nations League,VNL_MEN,other,IRN,CAN,76,55,3,0,team_a,Al Ghadir Sports Complex,,True,fivb_vis,10057,,
fivb_vis:10058,2019-06-14,men,Volleyball Nations League,VNL_MEN,other,USA,ARG,96,87,3,1,team_a,Palais des Victoires,,True,fivb_vis,10058,,
fivb_vis:10059,2019-06-14,men,Volleyball Nations League,VNL_MEN,other,FRA,DEU,99,85,3,1,team_a,Palais des Victoires,,True,fivb_vis,10059,,
fivb_vis:10060,2019-06-15,men,Volleyball Nations League,VNL_MEN,other,BRA,CHN,75,55,3,0,team_a,Multiusos de Gondomar,,True,fivb_vis,10060,,
fivb_vis:10061,2019-06-15,men,Volleyball Nations League,VNL_MEN,other,PRT,SRB,103,116,2,3,team_b,Multiusos de Gondomar,,True,fivb_vis,10061,,
fivb_vis:10062,2019-06-15,men,Volleyball Nations League,VNL_MEN,other,AUS,ITA,83,105,1,3,team_b,Palace of Culture and Sport,,True,fivb_vis,10062,,
fivb_vis:10063,2019-06-15,men,Volleyball Nations League,VNL_MEN,other,BGR,JPN,107,109,2,3,team_b,Palace of Culture and Sport,,True,fivb_vis,10063,,
fivb_vis:10064,2019-06-15,men,Volleyball Nations League,VNL_MEN,other,RUS,CAN,97,91,3,1,team_a,Al Ghadir Sports Complex,,True,fivb_vis,10064,,
fivb_vis:10065,2019-06-15,men,Volleyball Nations League,VNL_MEN,other,IRN,POL,104,95,3,2,team_a,Al Ghadir Sports Complex,,True,fivb_vis,10065,,
fivb_vis:10066,2019-06-15,men,Volleyball Nations League,VNL_MEN,other,USA,DEU,96,86,3,1,team_a,Palais des Victoires,,True,fivb_vis,10066,,
fivb_vis:10067,2019-06-15,men,Volleyball Nations League,VNL_MEN,other,FRA,ARG,80,94,1,3,team_b,Palais des Victoires,,True,fivb_vis,10067,,
fivb_vis:10068,2019-06-16,men,Volleyball Nations League,VNL_MEN,other,CHN,SRB,84,100,1,3,team_b,Multiusos de Gondomar,,True,fivb_vis,10068,,
fivb_vis:10069,2019-06-16,men,Volleyball Nations League,VNL_MEN,other,PRT,BRA,58,75,0,3,team_b,Multiusos de Gondomar,,True,fivb_vis,10069,,
fivb_vis:10070,2019-06-16,men,Volleyball Nations League,VNL_MEN,other,JPN,AUS,115,107,3,2,team_a,Palace of Culture and Sport,,True,fivb_vis,10070,,
fivb_vis:10071,2019-06-16,men,Volleyball Nations League,VNL_MEN,other,ITA,BGR,98,80,3,1,team_a,Palace of Culture and Sport,,True,fivb_vis,10071,,
fivb_vis:10072,2019-06-16,men,Volleyball Nations League,VNL_MEN,other,POL,CAN,103,93,3,1,team_a,Al Ghadir Sports Complex,,True,fivb_vis,10072,,
fivb_vis:10073,2019-06-16,men,Volleyball Nations League,VNL_MEN,other,IRN,RUS,76,67,3,0,team_a,Al Ghadir Sports Complex,,True,fivb_vis,10073,,
fivb_vis:10074,2019-06-16,men,Volleyball Nations League,VNL_MEN,other,ARG,DEU,111,102,3,2,team_a,Palais des Victoires,,True,fivb_vis,10074,,
fivb_vis:10075,2019-06-16,men,Volleyball Nations League,VNL_MEN,other,FRA,USA,98,103,1,3,team_b,Palais des Victoires,,True,fivb_vis,10075,,
fivb_vis:10076,2019-06-21,men,Volleyball Nations League,VNL_MEN,other,CAN,CHN,97,84,3,1,team_a,Sears Centre Arena,,True,fivb_vis,10076,,
fivb_vis:10077,2019-06-21,men,Volleyball Nations League,VNL_MEN,other,USA,JPN,75,53,3,0,team_a,Sears Centre Arena,,True,fivb_vis,10077,,
fivb_vis:10078,2019-06-21,men,Volleyball Nations League,VNL_MEN,other,POL,ARG,114,113,3,2,team_a,Pala Lido,,True,fivb_vis,10078,,
fivb_vis:10079,2019-06-21,men,Volleyball Nations League,VNL_MEN,other,ITA,SRB,76,65,3,0,team_a,Pala Lido,,True,fivb_vis,10079,,
fivb_vis:10080,2019-06-21,men,Volleyball Nations League,VNL_MEN,other,FRA,AUS,75,67,3,0,team_a,Rezazadeh Hall,,True,fivb_vis,10080,,
fivb_vis:10081,2019-06-21,men,Volleyball Nations League,VNL_MEN,other,IRN,PRT,100,85,3,1,team_a,Rezazadeh Hall,,True,fivb_vis,10081,,
fivb_vis:10082,2019-06-21,men,Volleyball Nations League,VNL_MEN,other,DEU,RUS,79,97,1,3,team_b,Aecin Tocantins,,True,fivb_vis,10082,,
fivb_vis:10083,2019-06-21,men,Volleyball Nations League,VNL_MEN,other,BRA,BGR,96,78,3,1,team_a,Aecin Tocantins,,True,fivb_vis,10083,,
fivb_vis:10084,2019-06-22,men,Volleyball Nations League,VNL_MEN,other,CHN,JPN,62,75,0,3,team_b,Sears Centre Arena,,True,fivb_vis,10084,,
fivb_vis:10085,2019-06-22,men,Volleyball Nations League,VNL_MEN,other,USA,CAN,87,97,1,3,team_b,Sears Centre Arena,,True,fivb_vis,10085,,
fivb_vis:10086,2019-06-22,men,Volleyball Nations League,VNL_MEN,other,POL,SRB,112,112,3,2,team_a,Pala Lido,,True,fivb_vis,10086,,
fivb_vis:10087,2019-06-22,men,Volleyball Nations League,VNL_MEN,other,ITA,ARG,85,98,1,3,team_b,Pala Lido,,True,fivb_vis,10087,,
fivb_vis:10088,2019-06-22,men,Volleyball Nations League,VNL_MEN,other,FRA,PRT,76,70,3,0,team_a,Rezazadeh Hall,,True,fivb_vis,10088,,
fivb_vis:10089,2019-06-22,men,Volleyball Nations League,VNL_MEN,other,IRN,AUS,75,52,3,0,team_a,Rezazadeh Hall,,True,fivb_vis,10089,,
fivb_vis:10090,2019-06-22,men,Volleyball Nations League,VNL_MEN,other,BGR,RUS,61,75,0,3,team_b,Aecin Tocantins,,True,fivb_vis,10090,,
fivb_vis:10091,2019-06-22,men,Volleyball Nations League,VNL_MEN,other,BRA,DEU,106,98,3,2,team_a,Aecin Tocantins,,True,fivb_vis,10091,,
fivb_vis:10092,2019-06-23,men,Volleyball Nations League,VNL_MEN,other,CAN,JPN,110,105,3,2,team_a,Sears Centre Arena,,True,fivb_vis,10092,,
fivb_vis:10093,2019-06-23,men,Volleyball Nations League,VNL_MEN,other,USA,CHN,75,58,3,0,team_a,Sears Centre Arena,,True,fivb_vis,10093,,
fivb_vis:10094,2019-06-23,men,Volleyball Nations League,VNL_MEN,other,ARG,SRB,75,58,3,0,team_a,Pala Lido,,True,fivb_vis,10094,,
fivb_vis:10095,2019-06-23,men,Volleyball Nations League,VNL_MEN,other,ITA,POL,116,121,2,3,team_b,Pala Lido,,True,fivb_vis,10095,,
fivb_vis:10096,2019-06-23,men,Volleyball Nations League,VNL_MEN,other,PRT,AUS,70,77,0,3,team_b,Rezazadeh Hall,,True,fivb_vis,10096,,
fivb_vis:10097,2019-06-23,men,Volleyball Nations League,VNL_MEN,other,IRN,FRA,63,76,0,3,team_b,Rezazadeh Hall,,True,fivb_vis,10097,,
fivb_vis:10098,2019-06-23,men,Volleyball Nations League,VNL_MEN,other,DEU,BGR,105,109,2,3,team_b,Aecin Tocantins,,True,fivb_vis,10098,,
fivb_vis:10099,2019-06-23,men,Volleyball Nations League,VNL_MEN,other,BRA,RUS,78,64,3,0,team_a,Aecin Tocantins,,True,fivb_vis,10099,,
fivb_vis:10100,2019-06-28,men,Volleyball Nations League,VNL_MEN,other,CHN,ARG,82,95,1,3,team_b,Queensland State Netball Centre,,True,fivb_vis,10100,,
fivb_vis:10101,2019-06-28,men,Volleyball Nations League,VNL_MEN,other,AUS,RUS,53,75,0,3,team_b,Queensland State Netball Centre,,True,fivb_vis,10101,,
fivb_vis:10102,2019-06-28,men,Volleyball Nations League,VNL_MEN,other,ITA,CAN,85,90,1,3,team_b,Nilson Nelson Gymnasium ,,True,fivb_vis,10102,,
fivb_vis:10103,2019-06-28,men,Volleyball Nations League,VNL_MEN,other,BRA,FRA,98,89,3,1,team_a,Nilson Nelson Gymnasium ,,True,fivb_vis,10103,,
fivb_vis:10104,2019-06-28,men,Volleyball Nations League,VNL_MEN,other,IRN,SRB,101,92,3,1,team_a,Kolodruma,,True,fivb_vis,10104,,
fivb_vis:10105,2019-06-28,men,Volleyball Nations League,VNL_MEN,other,BGR,USA,96,90,3,1,team_a,Kolodruma,,True,fivb_vis,10105,,
fivb_vis:10106,2019-06-28,men,Volleyball Nations League,VNL_MEN,other,POL,JPN,99,89,3,1,team_a,Arena Leipzig,,True,fivb_vis,10106,,
fivb_vis:10107,2019-06-28,men,Volleyball Nations League,VNL_MEN,other,DEU,PRT,98,84,3,1,team_a,Arena Leipzig,,True,fivb_vis,10107,,
fivb_vis:10108,2019-06-29,men,Volleyball Nations League,VNL_MEN,other,ARG,RUS,98,108,2,3,team_b,Queensland State Netball Centre,,True,fivb_vis,10108,,
fivb_vis:10109,2019-06-29,men,Volleyball Nations League,VNL_MEN,other,AUS,CHN,99,81,3,1,team_a,Queensland State Netball Centre,,True,fivb_vis,10109,,
fivb_vis:10110,2019-06-29,men,Volleyball Nations League,VNL_MEN,other,FRA,ITA,98,89,3,1,team_a,Nilson Nelson Gymnasium ,,True,fivb_vis,10110,,
fivb_vis:10111,2019-06-29,men,Volleyball Nations League,VNL_MEN,other,BRA,CAN,75,58,3,0,team_a,Nilson Nelson Gymnasium ,,True,fivb_vis,10111,,
fivb_vis:10112,2019-06-29,men,Volleyball Nations League,VNL_MEN,other,USA,SRB,94,96,3,1,team_a,Kolodruma,,True,fivb_vis,10112,,
fivb_vis:10113,2019-06-29,men,Volleyball Nations League,VNL_MEN,other,BGR,IRN,67,75,0,3,team_b,Kolodruma,,True,fivb_vis,10113,,
fivb_vis:10114,2019-06-29,men,Volleyball Nations League,VNL_MEN,other,DEU,POL,81,96,1,3,team_b,Arena Leipzig,,True,fivb_vis,10114,,
fivb_vis:10115,2019-06-29,men,Volleyball Nations League,VNL_MEN,other,PRT,JPN,87,97,1,3,team_b,Arena Leipzig,,True,fivb_vis,10115,,
fivb_vis:10116,2019-06-30,men,Volleyball Nations League,VNL_MEN,other,CHN,RUS,72,78,0,3,team_b,Queensland State Netball Centre,,True,fivb_vis,10116,,
fivb_vis:10117,2019-06-30,men,Volleyball Nations League,VNL_MEN,other,AUS,ARG,65,76,0,3,team_b,Queensland State Netball Centre,,True,fivb_vis,10117,,
fivb_vis:10118,2019-06-30,men,Volleyball Nations League,VNL_MEN,other,CAN,FRA,71,78,0,3,team_b,Nilson Nelson Gymnasium ,,True,fivb_vis,10118,,
fivb_vis:10119,2019-06-30,men,Volleyball Nations League,VNL_MEN,other,BRA,ITA,101,86,3,1,team_a,Nilson Nelson Gymnasium ,,True,fivb_vis,10119,,
fivb_vis:10120,2019-06-30,men,Volleyball Nations League,VNL_MEN,other,IRN,USA,66,77,0,3,team_b,Kolodruma,,True,fivb_vis,10120,,
fivb_vis:10121,2019-06-30,men,Volleyball Nations League,VNL_MEN,other,SRB,BGR,75,53,3,0,team_a,Kolodruma,,True,fivb_vis,10121,,
fivb_vis:10122,2019-06-30,men,Volleyball Nations League,VNL_MEN,other,DEU,JPN,94,109,2,3,team_b,Arena Leipzig,,True,fivb_vis,10122,,
fivb_vis:10123,2019-06-30,men,Volleyball Nations League,VNL_MEN,other,POL,PRT,75,59,3,0,team_a,Arena Leipzig,,True,fivb_vis,10123,,
fivb_vis:10124,2019-07-10,men,Volleyball Nations League,VNL_MEN,other,BRA,POL,103,109,2,3,team_b,Credit Union 1 Arena,,True,fivb_vis,10124,,
fivb_vis:10125,2019-07-11,men,Volleyball Nations League,VNL_MEN,other,IRN,POL,85,96,1,3,team_b,Credit Union 1 Arena,,True,fivb_vis,10125,,
fivb_vis:10126,2019-07-12,men,Volleyball Nations League,VNL_MEN,other,BRA,IRN,109,104,3,2,team_a,Credit Union 1 Arena,,True,fivb_vis,10126,,
fivb_vis:10127,2019-07-10,men,Volleyball Nations League,VNL_MEN,other,USA,FRA,98,84,3,1,team_a,Credit Union 1 Arena,,True,fivb_vis,10127,,
fivb_vis:10128,2019-07-11,men,Volleyball Nations League,VNL_MEN,other,RUS,FRA,75,56,3,0,team_a,Credit Union 1 Arena,,True,fivb_vis,10128,,
fivb_vis:10129,2019-07-12,men,Volleyball Nations League,VNL_MEN,other,USA,RUS,75,58,3,0,team_a,Credit Union 1 Arena,,True,fivb_vis,10129,,
fivb_vis:10130,2019-07-13,men,Volleyball Nations League,VNL_MEN,other,USA,BRA,103,100,3,2,team_a,Credit Union 1 Arena,,True,fivb_vis,10130,,
fivb_vis:10131,2019-07-13,men,Volleyball Nations League,VNL_MEN,other,POL,RUS,88,99,1,3,team_b,Credit Union 1 Arena,,True,fivb_vis,10131,,
fivb_vis:10132,2019-07-14,men,Volleyball Nations League,VNL_MEN,other,POL,BRA,75,61,3,0,team_a,Credit Union 1 Arena,,True,fivb_vis,10132,,
fivb_vis:10133,2019-07-14,men,Volleyball Nations League,VNL_MEN,other,RUS,USA,95,89,3,1,team_a,Credit Union 1 Arena,,True,fivb_vis,10133,,
fivb_vis:1742,2008-05-31,men,Olympic Games,OG_MEN,other,AUS,THA,75,41,3,0,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1742,,
fivb_vis:1743,2008-05-31,men,Olympic Games,OG_MEN,other,KOR,ARG,98,95,1,3,team_b,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1743,,
fivb_vis:1744,2008-05-31,men,Olympic Games,OG_MEN,other,DZA,IRN,124,125,3,2,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1744,,
fivb_vis:1745,2008-05-31,men,Olympic Games,OG_MEN,other,ITA,JPN,131,120,3,2,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1745,,
fivb_vis:1746,2008-06-01,men,Olympic Games,OG_MEN,other,THA,DZA,59,75,0,3,team_b,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1746,,
fivb_vis:1747,2008-06-01,men,Olympic Games,OG_MEN,other,ARG,AUS,54,75,0,3,team_b,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1747,,
fivb_vis:1748,2008-06-01,men,Olympic Games,OG_MEN,other,ITA,KOR,75,56,3,0,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1748,,
fivb_vis:1749,2008-06-01,men,Olympic Games,OG_MEN,other,JPN,IRN,98,83,3,1,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1749,,
fivb_vis:1750,2008-06-03,men,Olympic Games,OG_MEN,other,DZA,ARG,64,76,0,3,team_b,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1750,,
fivb_vis:1751,2008-06-03,men,Olympic Games,OG_MEN,other,AUS,ITA,42,75,0,3,team_b,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1751,,
fivb_vis:1752,2008-06-03,men,Olympic Games,OG_MEN,other,IRN,THA,94,77,3,1,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1752,,
fivb_vis:1753,2008-06-03,men,Olympic Games,OG_MEN,other,KOR,JPN,88,96,1,3,team_b,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1753,,
fivb_vis:1754,2008-06-04,men,Olympic Games,OG_MEN,other,ARG,IRN,102,80,3,1,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1754,,
fivb_vis:1755,2008-06-04,men,Olympic Games,OG_MEN,other,KOR,AUS,113,105,3,2,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1755,,
fivb_vis:1756,2008-06-04,men,Olympic Games,OG_MEN,other,ITA,DZA,75,56,3,0,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1756,,
fivb_vis:1757,2008-06-04,men,Olympic Games,OG_MEN,other,JPN,THA,75,53,3,0,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1757,,
fivb_vis:1758,2008-06-06,men,Olympic Games,OG_MEN,other,THA,ARG,51,75,0,3,team_b,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1758,,
fivb_vis:1759,2008-06-06,men,Olympic Games,OG_MEN,other,IRN,ITA,54,75,0,3,team_b,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1759,,
fivb_vis:1760,2008-06-06,men,Olympic Games,OG_MEN,other,DZA,KOR,45,75,0,3,team_b,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1760,,
fivb_vis:1761,2008-06-06,men,Olympic Games,OG_MEN,other,AUS,JPN,75,82,0,3,team_b,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1761,,
fivb_vis:1762,2008-06-07,men,Olympic Games,OG_MEN,other,KOR,IRN,97,86,3,1,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1762,,
fivb_vis:1763,2008-06-07,men,Olympic Games,OG_MEN,other,AUS,DZA,93,86,3,1,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1763,,
fivb_vis:1764,2008-06-07,men,Olympic Games,OG_MEN,other,ITA,THA,76,62,3,0,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1764,,
fivb_vis:1765,2008-06-07,men,Olympic Games,OG_MEN,other,JPN,ARG,113,103,3,2,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1765,,
fivb_vis:1766,2008-06-08,men,Olympic Games,OG_MEN,other,THA,KOR,82,95,1,3,team_b,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1766,,
fivb_vis:1767,2008-06-08,men,Olympic Games,OG_MEN,other,IRN,AUS,75,57,3,0,team_a,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1767,,
fivb_vis:1768,2008-06-08,men,Olympic Games,OG_MEN,other,ARG,ITA,93,108,2,3,team_b,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1768,,
fivb_vis:1769,2008-06-08,men,Olympic Games,OG_MEN,other,DZA,JPN,51,75,0,3,team_b,Tokyo Metropolitan Gymnasium,,True,fivb_vis,1769,,
