match_id,date,gender,competition,competition_id,stage,team_a,team_b,team_a_score,team_b_score,sets_a,sets_b,winner,venue,country_host,neutral,source,source_match_id,tournament_no,no_in_tournament
fivb_vis:2228,2009-11-18,men,World Cup,WC_MEN,other,EGY,IRN,101,103,2,3,team_b,Osaka Municipal Central Gym,,True,fivb_vis,2228,,
fivb_vis:2229,2009-11-18,men,World Cup,WC_MEN,other,CUB,BRA,101,112,2,3,team_b,Osaka Municipal Central Gym,,True,fivb_vis,2229,,
fivb_vis:2230,2009-11-18,men,World Cup,WC_MEN,other,JPN,POL,108,96,3,2,team_a,Osaka Municipal Central Gym,,True,fivb_vis,2230,,
fivb_vis:2231,2009-11-19,men,World Cup,WC_MEN,other,IRN,BRA,84,98,1,3,team_b,Osaka Municipal Central Gym,,True,fivb_vis,2231,,
fivb_vis:2232,2009-11-19,men,World Cup,WC_MEN,other,POL,CUB,83,97,1,3,team_b,Osaka Municipal Central Gym,,True,fivb_vis,2232,,
fivb_vis:2233,2009-11-19,men,World Cup,WC_MEN,other,EGY,JPN,78,97,1,3,team_b,Osaka Municipal Central Gym,,True,fivb_vis,2233,,
fivb_vis:2234,2009-11-21,men,World Cup,WC_MEN,other,BRA,POL,75,52,3,0,team_a,Nippongaishi Hall,,True,fivb_vis,2234,,
fivb_vis:2235,2009-11-21,men,World Cup,WC_MEN,other,CUB,EGY,111,88,3,2,team_a,Nippongaishi Hall,,True,fivb_vis,2235,,
fivb_vis:2236,2009-11-21,men,World Cup,WC_MEN,other,JPN,IRN,106,112,3,2,team_a,Nippongaishi Hall,,True,fivb_vis,2236,,
fivb_vis:2237,2009-11-22,men,World Cup,WC_MEN,other,EGY,BRA,65,75,0,3,team_b,Nippongaishi Hall,,True,fivb_vis,2237,,
fivb_vis:2238,2009-11-22,men,World Cup,WC_MEN,other,IRN,POL,97,96,1,3,team_b,Nippongaishi Hall,,True,fivb_vis,2238,,
fivb_vis:2239,2009-11-22,men,World Cup,WC_MEN,other,JPN,CUB,61,75,0,3,team_b,Nippongaishi Hall,,True,fivb_vis,2239,,
fivb_vis:2240,2009-11-23,men,World Cup,WC_MEN,other,CUB,IRN,90,76,3,1,team_a,Nippongaishi Hall,,True,fivb_vis,2240,,
fivb_vis:2241,2009-11-23,men,World Cup,WC_MEN,other,POL,EGY,75,56,3,0,team_a,Nippongaishi Hall,,True,fivb_vis,2241,,
fivb_vis:2242,2009-11-23,men,World Cup,WC_MEN,other,BRA,JPN,76,58,3,0,team_a,Nippongaishi Hall,,True,fivb_vis,2242,,
fivb_vis:7853,2016-11-30,women,World Championship,WCH_WOMEN,other,PAN,SLV,75,67,3,0,team_a,Gimnasio Nacional de Voleibol,,True,fivb_vis,7853,,
fivb_vis:7854,2016-11-30,women,World Championship,WCH_WOMEN,other,GTM,HND,108,97,3,2,team_a,Gimnasio Nacional de Voleibol,,True,fivb_vis,7854,,
fivb_vis:7855,2016-12-01,women,World Championship,WCH_WOMEN,other,SLV,GTM,58,75,0,3,team_b,Gimnasio Nacional de Voleibol,,True,fivb_vis,7855,,
fivb_vis:7856,2016-12-01,women,World Championship,WCH_WOMEN,other,NIC,PAN,97,86,3,1,team_a,Gimnasio Nacional de Voleibol,,True,fivb_vis,7856,,
fivb_vis:7857,2016-12-02,women,World Championship,WCH_WOMEN,other,PAN,GTM,53,75,0,3,team_b,Gimnasio Nacional de Voleibol,,True,fivb_vis,7857,,
fivb_vis:7858,2016-12-02,women,World Championship,WCH_WOMEN,other,NIC,HND,75,56,3,0,team_a,Estado Nacional de Voleibol,,True,fivb_vis,7858,,
fivb_vis:7859,2016-12-03,women,World Championship,WCH_WOMEN,other,HND,SLV,98,109,2,3,team_b,Gimnasio Nacional de Voleibol,,True,fivb_vis,7859,,
fivb_vis:7860,2016-12-03,women,World Championship,WCH_WOMEN,other,GTM,NIC,51,75,0,3,team_b,Gimnasio Nacional de Voleibol,,True,fivb_vis,7860,,
fivb_vis:7861,2016-12-04,women,World Championship,WCH_WOMEN,other,HND,PAN,84,102,1,3,team_b,Gimnasio Nacional de Voleibol,,True,fivb_vis,7861,,
fivb_vis:7862,2016-12-04,women,World Championship,WCH_WOMEN,other,SLV,NIC,54,75,0,3,team_b,Gimnasio Nacional de Voleibol,,True,fivb_vis,7862,,
fivb_vis:7459,2016-09-11,men,World Championship,WCH_MEN,other,CHN,LKA,87,91,1,3,team_b,Volleyball House,,True,fivb_vis,7459,,
fivb_vis:7460,2016-09-11,men,World Championship,WCH_MEN,other,VEN,LBN,75,57,3,0,team_a,Volleyball House,,True,fivb_vis,7460,,
fivb_vis:7461,2016-09-11,men,World Championship,WCH_MEN,other,IRN,ZMB,75,25,3,0,team_a,Volleyball House,,True,fivb_vis,7461,,
fivb_vis:7462,2016-09-11,men,World Championship,WCH_MEN,other,PSE,KOR,36,75,0,3,team_b,Volleyball House,,True,fivb_vis,7462,,
fivb_vis:7463,2016-09-12,men,World Championship,WCH_MEN,other,LKA,VEN,99,109,2,3,team_b,Volleyball House,,True,fivb_vis,7463,,
fivb_vis:7464,2016-09-12,men,World Championship,WCH_MEN,other,ZMB,PAK,31,75,0,3,team_b,Volleyball House,,True,fivb_vis,7464,,
fivb_vis:7465,2016-09-12,men,World Championship,WCH_MEN,other,PSE,IRN,37,75,0,3,team_b,Volleyball House,,True,fivb_vis,7465,,
fivb_vis:7466,2016-09-12,men,World Championship,WCH_MEN,other,PRK,LBN,76,61,3,0,team_a,Volleyball House,,True,fivb_vis,7466,,
fivb_vis:7467,2016-09-13,men,World Championship,WCH_MEN,other,PSE,PAK,47,75,0,3,team_b,Volleyball House,,True,fivb_vis,7467,,
fivb_vis:7468,2016-09-13,men,World Championship,WCH_MEN,other,PRK,LKA,65,75,0,3,team_b,Volleyball House,,True,fivb_vis,7468,,
fivb_vis:7469,2016-09-13,men,World Championship,WCH_MEN,other,KOR,IRN,77,95,1,3,team_b,Volleyball House,,True,fivb_vis,7469,,
fivb_vis:7470,2016-09-13,men,World Championship,WCH_MEN,other,CHN,VEN,76,60,3,0,team_a,Volleyball House,,True,fivb_vis,7470,,
fivb_vis:7471,2016-09-14,men,World Championship,WCH_MEN,other,ZMB,KOR,30,75,0,3,team_b,Volleyball House,,True,fivb_vis,7471,,
fivb_vis:7472,2016-09-14,men,World Championship,WCH_MEN,other,PRK,VEN,123,128,3,2,team_a,Volleyball House,,True,fivb_vis,7472,,
fivb_vis:7473,2016-09-14,men,World Championship,WCH_MEN,other,PAK,IRN,51,75,0,3,team_b,Volleyball House,,True,fivb_vis,7473,,
fivb_vis:7474,2016-09-14,men,World Championship,WCH_MEN,other,LBN,CHN,47,75,0,3,team_b,Volleyball House,,True,fivb_vis,7474,,
fivb_vis:7475,2016-09-15,men,World Championship,WCH_MEN,other,PSE,ZMB,75,59,3,0,team_a,Volleyball House,,True,fivb_vis,7475,,
fivb_vis:7476,2016-09-15,men,World Championship,WCH_MEN,other,PRK,CHN,51,75,0,3,team_b,Volleyball House,,True,fivb_vis,7476,,
fivb_vis:7477,2016-09-15,men,World Championship,WCH_MEN,other,LBN,LKA,58,81,0,3,team_b,Volleyball House,,True,fivb_vis,7477,,
fivb_vis:7478,2016-09-15,men,World Championship,WCH_MEN,other,KOR,PAK,79,70,3,0,team_a,Volleyball House,,True,fivb_vis,7478,,
fivb_vis:7479,2016-09-17,men,World Championship,WCH_MEN,other,ZMB,LBN,57,75,0,3,team_b,Volleyball House,,True,fivb_vis,7479,,
fivb_vis:7480,2016-09-17,men,World Championship,WCH_MEN,other,PAK,PRK,75,60,3,0,team_a,Volleyball House,,True,fivb_vis,7480,,
fivb_vis:7481,2016-09-17,men,World Championship,WCH_MEN,other,VEN,PSE,75,48,3,0,team_a,Volleyball House,,True,fivb_vis,7481,,
fivb_vis:7482,2016-09-17,men,World Championship,WCH_MEN,other,IRN,CHN,90,88,3,1,team_a,Volleyball House,,True,fivb_vis,7482,,
fivb_vis:7483,2016-09-17,men,World Championship,WCH_MEN,other,LKA,KOR,77,100,1,3,team_b,Volleyball House,,True,fivb_vis,7483,,
fivb_vis:7484,2016-09-18,men,World Championship,WCH_MEN,other,PRK,PSE,75,48,3,0,team_a,Volleyball House,,True,fivb_vis,7484,,
fivb_vis:7485,2016-09-18,men,World Championship,WCH_MEN,other,PAK,VEN,75,59,3,0,team_a,Volleyball House,,True,fivb_vis,7485,,
fivb_vis:7486,2016-09-18,men,World Championship,WCH_MEN,other,CHN,LKA,75,45,3,0,team_a,Volleyball House,,True,fivb_vis,7486,,
fivb_vis:7487,2016-09-18,men,World Championship,WCH_MEN,other,IRN,KOR,77,67,3,0,team_a,Volleyball House,,True,fivb_vis,7487,,
fivb_vis:9057,2018-09-09,men,World Championship,WCH_MEN,other,BGR,FIN,75,62,3,0,team_a,Palace Culture & Sport,,True,fivb_vis,9057,,
fivb_vis:9058,2018-09-09,men,World Championship,WCH_MEN,other,ITA,JPN,75,64,3,0,team_a,Foro Italico,,True,fivb_vis,9058,,
fivb_vis:9059,2018-09-12,men,World Championship,WCH_MEN,other,FRA,CHN,75,58,3,0,team_a,Bulstrad Arena,,True,fivb_vis,9059,,
fivb_vis:9060,2018-09-12,men,World Championship,WCH_MEN,other,CMR,TUN,78,67,3,0,team_a,Palaflorio,,True,fivb_vis,9060,,
fivb_vis:9061,2018-09-12,men,World Championship,WCH_MEN,other,NLD,CAN,56,75,0,3,team_b,Bulstrad Arena,,True,fivb_vis,9061,,
fivb_vis:9062,2018-09-12,men,World Championship,WCH_MEN,other,IRN,PRI,75,51,3,0,team_a,Palace Culture & Sport,,True,fivb_vis,9062,,
fivb_vis:9063,2018-09-12,men,World Championship,WCH_MEN,other,DOM,SVN,68,97,1,3,team_b,Mandela Forum,,True,fivb_vis,9063,,
fivb_vis:9064,2018-09-12,men,World Championship,WCH_MEN,other,AUS,RUS,57,75,0,3,team_b,Palaflorio,,True,fivb_vis,9064,,
fivb_vis:9065,2018-09-12,men,World Championship,WCH_MEN,other,BRA,EGY,75,59,3,0,team_a,Monbat Arena,,True,fivb_vis,9065,,
fivb_vis:9066,2018-09-12,men,World Championship,WCH_MEN,other,CUB,POL,76,96,1,3,team_b,Palace Culture & Sport,,True,fivb_vis,9066,,
fivb_vis:9067,2018-09-12,men,World Championship,WCH_MEN,other,BEL,ARG,97,82,3,1,team_a,Mandela Forum,,True,fivb_vis,9067,,
fivb_vis:9068,2018-09-12,men,World Championship,WCH_MEN,other,USA,SRB,101,94,3,2,team_a,Palaflorio,,True,fivb_vis,9068,,
fivb_vis:9069,2018-09-13,men,World Championship,WCH_MEN,other,EGY,CAN,72,82,0,3,team_b,Bulstrad Arena,,True,fivb_vis,9069,,
fivb_vis:9070,2018-09-13,men,World Championship,WCH_MEN,other,PRI,POL,41,75,0,3,team_b,Palace Culture & Sport,,True,fivb_vis,9070,,
fivb_vis:9071,2018-09-13,men,World Championship,WCH_MEN,other,DOM,JPN,52,75,0,3,team_b,Mandela Forum,,True,fivb_vis,9071,,
fivb_vis:9072,2018-09-13,men,World Championship,WCH_MEN,other,AUS,USA,103,110,2,3,team_b,Palaflorio,,True,fivb_vis,9072,,
fivb_vis:9073,2018-09-13,men,World Championship,WCH_MEN,other,BRA,FRA,109,102,3,2,team_a,Bulstrad Arena,,True,fivb_vis,9073,,
fivb_vis:9074,2018-09-13,men,World Championship,WCH_MEN,other,IRN,BGR,97,86,3,1,team_a,Palace Culture & Sport,,True,fivb_vis,9074,,
fivb_vis:9075,2018-09-13,men,World Championship,WCH_MEN,other,ITA,BEL,75,53,3,0,team_a,Mandela Forum,,True,fivb_vis,9075,,
fivb_vis:9076,2018-09-13,men,World Championship,WCH_MEN,other,CMR,SRB,61,80,0,3,team_b,Palaflorio,,True,fivb_vis,9076,,
fivb_vis:9077,2018-09-14,men,World Championship,WCH_MEN,other,CHN,NLD,72,98,1,3,team_b,Monbat Arena,,True,fivb_vis,9077,,
fivb_vis:9078,2018-09-14,men,World Championship,WCH_MEN,other,FIN,CUB,95,79,3,1,team_a,Palace Culture & Sport,,True,fivb_vis,9078,,
fivb_vis:9079,2018-09-14,men,World Championship,WCH_MEN,other,JPN,SVN,78,97,1,3,team_b,Mandela Forum,,True,fivb_vis,9079,,
fivb_vis:9080,2018-09-14,men,World Championship,WCH_MEN,other,AUS,CMR,96,84,3,1,team_a,Palaflorio,,True,fivb_vis,9080,,
fivb_vis:9081,2018-09-14,men,World Championship,WCH_MEN,other,FRA,EGY,75,61,3,0,team_a,Monbat Arena,,True,fivb_vis,9081,,
fivb_vis:9082,2018-09-14,men,World Championship,WCH_MEN,other,BGR,PRI,75,55,3,0,team_a,Palace Culture & Sport,,True,fivb_vis,9082,,
fivb_vis:9083,2018-09-14,men,World Championship,WCH_MEN,other,ARG,DOM,76,54,3,0,team_a,Mandela Forum,,True,fivb_vis,9083,,
fivb_vis:9084,2018-09-14,men,World Championship,WCH_MEN,other,RUS,TUN,75,44,3,0,team_a,Palaflorio,,True,fivb_vis,9084,,
fivb_vis:9085,2018-09-15,men,World Championship,WCH_MEN,other,CAN,CHN,96,89,3,1,team_a,Monbat Arena,,True,fivb_vis,9085,,
fivb_vis:9086,2018-09-15,men,World Championship,WCH_MEN,other,CUB,IRN,84,92,1,3,team_b,Palace Culture & Sport,,True,fivb_vis,9086,,
fivb_vis:9087,2018-09-15,men,World Championship,WCH_MEN,other,BEL,SVN,105,108,2,3,team_b,Mandela Forum,,True,fivb_vis,9087,,
fivb_vis:9088,2018-09-15,men,World Championship,WCH_MEN,other,SRB,TUN,95,86,3,1,team_a,Palaflorio,,True,fivb_vis,9088,,
fivb_vis:9089,2018-09-15,men,World Championship,WCH_MEN,other,NLD,BRA,96,86,3,1,team_a,Monbat Arena,,True,fivb_vis,9089,,
fivb_vis:9090,2018-09-15,men,World Championship,WCH_MEN,other,POL,FIN,101,79,3,1,team_a,Palace Culture & Sport,,True,fivb_vis,9090,,
fivb_vis:9091,2018-09-15,men,World Championship,WCH_MEN,other,ITA,ARG,100,89,3,1,team_a,Mandela Forum,,True,fivb_vis,9091,,
fivb_vis:9092,2018-09-15,men,World Championship,WCH_MEN,other,USA,RUS,95,91,3,1,team_a,Palaflorio,,True,fivb_vis,9092,,
fivb_vis:9093,2018-09-16,men,World Championship,WCH_MEN,other,CHN,EGY,96,96,1,3,team_b,Monbat Arena,,True,fivb_vis,9093,,
fivb_vis:9094,2018-09-16,men,World Championship,WCH_MEN,other,PRI,FIN,106,113,2,3,team_b,Palace Culture & Sport,,True,fivb_vis,9094,,
fivb_vis:9095,2018-09-16,men,World Championship,WCH_MEN,other,JPN,BEL,81,89,1,3,team_b,Mandela Forum,,True,fivb_vis,9095,,
fivb_vis:9096,2018-09-16,men,World Championship,WCH_MEN,other,CMR,USA,52,75,0,3,team_b,Palaflorio,,True,fivb_vis,9096,,
fivb_vis:9097,2018-09-16,men,World Championship,WCH_MEN,other,NLD,FRA,107,107,3,2,team_a,Monbat Arena,,True,fivb_vis,9097,,
fivb_vis:9098,2018-09-16,men,World Championship,WCH_MEN,other,CUB,BGR,56,75,0,3,team_b,Palace Culture & Sport,,True,fivb_vis,9098,,
fivb_vis:9099,2018-09-16,men,World Championship,WCH_MEN,other,DOM,ITA,45,75,0,3,team_b,Mandela Forum,,True,fivb_vis,9099,,
fivb_vis:9100,2018-09-16,men,World Championship,WCH_MEN,other,SRB,AUS,96,81,3,1,team_a,Palaflorio,,True,fivb_vis,9100,,
fivb_vis:9101,2018-09-17,men,World Championship,WCH_MEN,other,EGY,NLD,80,98,1,3,team_b,Monbat Arena,,True,fivb_vis,9101,,
fivb_vis:9102,2018-09-17,men,World Championship,WCH_MEN,other,CUB,PRI,97,78,3,1,team_a,Palace Culture & Sport,,True,fivb_vis,9102,,
fivb_vis:9103,2018-09-17,men,World Championship,WCH_MEN,other,BEL,DOM,75,48,3,0,team_a,Mandela Forum,,True,fivb_vis,9103,,
fivb_vis:9104,2018-09-17,men,World Championship,WCH_MEN,other,RUS,CMR,80,59,3,0,team_a,Palaflorio,,True,fivb_vis,9104,,
fivb_vis:9105,2018-09-17,men,World Championship,WCH_MEN,other,BRA,CAN,94,88,3,1,team_a,Monbat Arena,,True,fivb_vis,9105,,
fivb_vis:9106,2018-09-17,men,World Championship,WCH_MEN,other,IRN,POL,63,75,0,3,team_b,Palace Culture & Sport,,True,fivb_vis,9106,,
fivb_vis:9107,2018-09-17,men,World Championship,WCH_MEN,other,ARG,SVN,114,102,3,2,team_a,Mandela Forum,,True,fivb_vis,9107,,
fivb_vis:9108,2018-09-17,men,World Championship,WCH_MEN,other,AUS,TUN,91,77,3,1,team_a,Palaflorio,,True,fivb_vis,9108,,
fivb_vis:9109,2018-09-18,men,World Championship,WCH_MEN,other,CHN,BRA,60,75,0,3,team_b,Monbat Arena,,True,fivb_vis,9109,,
fivb_vis:9110,2018-09-18,men,World Championship,WCH_MEN,other,FIN,IRN,104,110,2,3,team_b,Palace Culture & Sport,,True,fivb_vis,9110,,
fivb_vis:9111,2018-09-18,men,World Championship,WCH_MEN,other,JPN,ARG,116,114,3,2,team_a,Mandela Forum,,True,fivb_vis,9111,,
fivb_vis:9112,2018-09-18,men,World Championship,WCH_MEN,other,USA,TUN,75,43,3,0,team_a,Palaflorio,,True,fivb_vis,9112,,
fivb_vis:9113,2018-09-18,men,World Championship,WCH_MEN,other,CAN,FRA,85,97,1,3,team_b,Monbat Arena,,True,fivb_vis,9113,,
fivb_vis:9114,2018-09-18,men,World Championship,WCH_MEN,other,BGR,POL,84,98,1,3,team_b,Palace Culture & Sport,,True,fivb_vis,9114,,
fivb_vis:9115,2018-09-18,men,World Championship,WCH_MEN,other,ITA,SVN,98,75,3,1,team_a,Mandela Forum,,True,fivb_vis,9115,,
fivb_vis:9116,2018-09-18,men,World Championship,WCH_MEN,other,SRB,RUS,111,101,3,2,team_a,Palaflorio,,True,fivb_vis,9116,,
fivb_vis:9117,2018-09-21,men,World Championship,WCH_MEN,other,USA,CAN,96,73,3,1,team_a,Arena Armeec,,True,fivb_vis,9117,,
fivb_vis:9118,2018-09-21,men,World Championship,WCH_MEN,other,SRB,FRA,109,110,3,2,team_a,Palace Culture & Sport,,True,fivb_vis,9118,,
fivb_vis:9119,2018-09-21,men,World Championship,WCH_MEN,other,NLD,RUS,54,75,0,3,team_b,Forum di Assago,,True,fivb_vis,9119,,
fivb_vis:9120,2018-09-21,men,World Championship,WCH_MEN,other,BRA,AUS,75,58,3,0,team_a,PalaDozza,,True,fivb_vis,9120,,
fivb_vis:9121,2018-09-21,men,World Championship,WCH_MEN,other,BGR,IRN,79,69,3,0,team_a,Arena Armeec,,True,fivb_vis,9121,,
fivb_vis:9122,2018-09-21,men,World Championship,WCH_MEN,other,POL,ARG,106,105,2,3,team_b,Palace Culture & Sport,,True,fivb_vis,9122,,
fivb_vis:9123,2018-09-21,men,World Championship,WCH_MEN,other,ITA,FIN,75,54,3,0,team_a,Forum di Assago,,True,fivb_vis,9123,,
fivb_vis:9124,2018-09-21,men,World Championship,WCH_MEN,other,BEL,SVN,71,81,0,3,team_b,PalaDozza,,True,fivb_vis,9124,,
fivb_vis:9125,2018-09-22,men,World Championship,WCH_MEN,other,IRN,CAN,97,108,2,3,team_b,Arena Armeec,,True,fivb_vis,9125,,
fivb_vis:9126,2018-09-22,men,World Championship,WCH_MEN,other,SRB,ARG,75,62,3,0,team_a,Palace Culture & Sport,,True,fivb_vis,9126,,
fivb_vis:9127,2018-09-22,men,World Championship,WCH_MEN,other,NLD,FIN,98,73,3,1,team_a,Forum di Assago,,True,fivb_vis,9127,,
fivb_vis:9128,2018-09-22,men,World Championship,WCH_MEN,other,AUS,BEL,72,81,0,3,team_b,PalaDozza,,True,fivb_vis,9128,,
fivb_vis:9129,2018-09-22,men,World Championship,WCH_MEN,other,BGR,USA,58,75,0,3,team_b,Arena Armeec,,True,fivb_vis,9129,,
fivb_vis:9130,2018-09-22,men,World Championship,WCH_MEN,other,POL,FRA,76,98,1,3,team_b,Palace Culture & Sport,,True,fivb_vis,9130,,
fivb_vis:9131,2018-09-22,men,World Championship,WCH_MEN,other,RUS,ITA,103,100,3,2,team_a,Forum di Assago,,True,fivb_vis,9131,,
fivb_vis:9132,2018-09-22,men,World Championship,WCH_MEN,other,SVN,BRA,59,75,0,3,team_b,PalaDozza,,True,fivb_vis,9132,,
fivb_vis:9133,2018-09-23,men,World Championship,WCH_MEN,other,USA,IRN,77,71,3,0,team_a,Arena Armeec,,True,fivb_vis,9133,,
fivb_vis:9134,2018-09-23,men,World Championship,WCH_MEN,other,FRA,ARG,101,83,3,1,team_a,Palace Culture & Sport,,True,fivb_vis,9134,,
fivb_vis:9135,2018-09-23,men,World Championship,WCH_MEN,other,RUS,FIN,75,58,3,0,team_a,Forum di Assago,,True,fivb_vis,9135,,
fivb_vis:9136,2018-09-23,men,World Championship,WCH_MEN,other,SVN,AUS,103,107,2,3,team_b,PalaDozza,,True,fivb_vis,9136,,
fivb_vis:9137,2018-09-23,men,World Championship,WCH_MEN,other,BGR,CAN,93,105,2,3,team_b,Arena Armeec,,True,fivb_vis,9137,,
fivb_vis:9138,2018-09-23,men,World Championship,WCH_MEN,other,POL,SRB,75,47,3,0,team_a,Palace Culture & Sport,,True,fivb_vis,9138,,
fivb_vis:9139,2018-09-23,men,World Championship,WCH_MEN,other,ITA,NLD,93,85,3,1,team_a,Forum di Assago,,True,fivb_vis,9139,,
fivb_vis:9140,2018-09-23,men,World Championship,WCH_MEN,other,BEL,BRA,96,110,2,3,team_b,PalaDozza,,True,fivb_vis,9140,,
fivb_vis:9141,2018-09-26,men,World Championship,WCH_MEN,other,BRA,RUS,106,107,3,2,team_a,Pala Alpitour,,True,fivb_vis,9141,,
fivb_vis:9142,2018-09-26,men,World Championship,WCH_MEN,other,ITA,SRB,53,75,0,3,team_b,Pala Alpitour,,True,fivb_vis,9142,,
fivb_vis:9143,2018-09-27,men,World Championship,WCH_MEN,other,USA,RUS,75,68,3,0,team_a,Pala Alpitour,,True,fivb_vis,9143,,
fivb_vis:9144,2018-09-27,men,World Championship,WCH_MEN,other,POL,SRB,81,74,3,0,team_a,Pala Alpitour,,True,fivb_vis,9144,,
fivb_vis:9145,2018-09-28,men,World Championship,WCH_MEN,other,BRA,USA,75,57,3,0,team_a,Pala Alpitour,,True,fivb_vis,9145,,
fivb_vis:9146,2018-09-28,men,World Championship,WCH_MEN,other,ITA,POL,97,99,3,2,team_a,Pala Alpitour,,True,fivb_vis,9146,,
fivb_vis:9147,2018-09-29,men,World Championship,WCH_MEN,other,BRA,SRB,75,65,3,0,team_a,Pala Alpitour,,True,fivb_vis,9147,,
fivb_vis:9148,2018-09-29,men,World Championship,WCH_MEN,other,POL,USA,108,103,3,2,team_a,Pala Alpitour,,True,fivb_vis,9148,,
fivb_vis:9149,2018-09-30,men,World Championship,WCH_MEN,other,SRB,USA,91,105,1,3,team_b,Pala Alpitour,,True,fivb_vis,9149,,
fivb_vis:9150,2018-09-30,men,World Championship,WCH_MEN,other,BRA,POL,69,78,0,3,team_b,Pala Alpitour,,True,fivb_vis,9150,,
fivb_vis:9151,2018-09-29,women,World Championship,WCH_WOMEN,other,MEX,CMR,85,92,1,3,team_b,Yokohama Arena,,True,fivb_vis,9151,,
fivb_vis:9152,2018-09-29,women,World Championship,WCH_WOMEN,other,BGR,ITA,56,75,0,3,team_b,Hokkaido Prefectural Sports Center,,True,fivb_vis,9152,,
fivb_vis:9153,2018-09-29,women,World Championship,WCH_WOMEN,other,RUS,TTO,75,44,3,0,team_a,Kobe Green Arena,,True,fivb_vis,9153,,
fivb_vis:9154,2018-09-29,women,World Championship,WCH_WOMEN,other,PRI,BRA,44,77,0,3,team_b,Hamamatsu Arena,,True,fivb_vis,9154,,
fivb_vis:9155,2018-09-29,women,World Championship,WCH_WOMEN,other,DEU,NLD,98,104,1,3,team_b,Yokohama Arena,,True,fivb_vis,9155,,
fivb_vis:9156,2018-09-29,women,World Championship,WCH_WOMEN,other,TUR,CAN,75,46,3,0,team_a,Hokkaido Prefectural Sports Center,,True,fivb_vis,9156,,
fivb_vis:9157,2018-09-29,women,World Championship,WCH_WOMEN,other,AZE,USA,69,79,0,3,team_b,Kobe Green Arena,,True,fivb_vis,9157,,
fivb_vis:9158,2018-09-29,women,World Championship,WCH_WOMEN,other,DOM,SRB,59,75,0,3,team_b,Hamamatsu Arena,,True,fivb_vis,9158,,
fivb_vis:9159,2018-09-29,women,World Championship,WCH_WOMEN,other,ARG,JPN,40,75,0,3,team_b,Yokohama Arena,,True,fivb_vis,9159,,
fivb_vis:9160,2018-09-29,women,World Championship,WCH_WOMEN,other,CHN,CUB,75,49,3,0,team_a,Hokkaido Prefectural Sports Center,,True,fivb_vis,9160,,
fivb_vis:9161,2018-09-29,women,World Championship,WCH_WOMEN,other,KOR,THA,102,96,2,3,team_b,Kobe Green Arena,,True,fivb_vis,9161,,
fivb_vis:9162,2018-09-29,women,World Championship,WCH_WOMEN,other,KAZ,KEN,66,75,0,3,team_b,Hamamatsu Arena,,True,fivb_vis,9162,,
fivb_vis:9163,2018-09-30,women,World Championship,WCH_WOMEN,other,CMR,DEU,40,75,0,3,team_b,Yokohama Arena,,True,fivb_vis,9163,,
fivb_vis:9164,2018-09-30,women,World Championship,WCH_WOMEN,other,CAN,ITA,48,75,0,3,team_b,Hokkaido Prefectural Sports Center,,True,fivb_vis,9164,,
fivb_vis:9165,2018-09-30,women,World Championship,WCH_WOMEN,other,USA,TTO,75,34,3,0,team_a,Kobe Green Arena,,True,fivb_vis,9165,,
fivb_vis:9166,2018-09-30,women,World Championship,WCH_WOMEN,other,BRA,DOM,75,57,3,0,team_a,Hamamatsu Arena,,True,fivb_vis,9166,,
fivb_vis:9167,2018-09-30,women,World Championship,WCH_WOMEN,other,ARG,MEX,66,75,0,3,team_b,Yokohama Arena,,True,fivb_vis,9167,,
fivb_vis:9168,2018-09-30,women,World Championship,WCH_WOMEN,other,CUB,BGR,44,75,0,3,team_b,Hokkaido Prefectural Sports Center,,True,fivb_vis,9168,,
fivb_vis:9169,2018-09-30,women,World Championship,WCH_WOMEN,other,AZE,KOR,98,79,3,1,team_a,Kobe Green Arena,,True,fivb_vis,9169,,
fivb_vis:9170,2018-09-30,women,World Championship,WCH_WOMEN,other,KAZ,PRI,58,75,0,3,team_b,Hamamatsu Arena,,True,fivb_vis,9170,,
fivb_vis:9171,2018-09-30,women,World Championship,WCH_WOMEN,other,JPN,NLD,114,105,2,3,team_b,Yokohama Arena,,True,fivb_vis,9171,,
fivb_vis:9172,2018-09-30,women,World Championship,WCH_WOMEN,other,TUR,CHN,64,75,0,3,team_b,Hokkaido Prefectural Sports Center,,True,fivb_vis,9172,,
fivb_vis:9173,2018-09-30,women,World Championship,WCH_WOMEN,other,THA,RUS,93,103,2,3,team_b,Kobe Green Arena,,True,fivb_vis,9173,,
fivb_vis:9174,2018-09-30,women,World Championship,WCH_WOMEN,other,KEN,SRB,33,75,0,3,team_b,Hamamatsu Arena,,True,fivb_vis,9174,,
fivb_vis:9175,2018-10-01,women,World Championship,WCH_WOMEN,other,DEU,ARG,84,71,3,0,team_a,Yokohama Arena,,True,fivb_vis,9175,,
fivb_vis:9176,2018-10-01,women,World Championship,WCH_WOMEN,other,DOM,KAZ,75,56,3,0,team_a,Hamamatsu Arena,,True,fivb_vis,9176,,
fivb_vis:9177,2018-10-01,women,World Championship,WCH_WOMEN,other,NLD,CMR,76,58,3,0,team_a,Yokohama Arena,,True,fivb_vis,9177,,
fivb_vis:9178,2018-10-01,women,World Championship,WCH_WOMEN,other,PRI,KEN,75,57,3,0,team_a,Hamamatsu Arena,,True,fivb_vis,9178,,
