match_id,set_number,team_a_points,team_b_points
fivb_vis:10918,3,25,0
fivb_vis:10919,1,22,25
fivb_vis:10919,2,21,25
fivb_vis:10919,3,24,26
fivb_vis:10920,1,25,20
fivb_vis:10920,2,25,17
fivb_vis:10920,3,25,15
fivb_vis:10921,1,25,10
fivb_vis:10921,2,25,17
fivb_vis:10921,3,25,15
fivb_vis:10922,1,25,0
fivb_vis:10922,2,25,0
fivb_vis:10922,3,25,0
fivb_vis:10923,1,29,27
fivb_vis:10923,2,25,19
fivb_vis:10923,3,25,27
fivb_vis:10923,4,25,18
fivb_vis:10924,1,25,17
fivb_vis:10924,2,25,21
fivb_vis:10924,3,25,22
fivb_vis:10925,1,25,20
fivb_vis:10925,2,25,18
fivb_vis:10925,3,25,21
fivb_vis:10926,1,25,19
fivb_vis:10926,2,25,21
fivb_vis:10926,3,17,25
fivb_vis:10926,4,25,17
fivb_vis:10927,1,25,21
fivb_vis:10927,2,25,22
fivb_vis:10927,3,28,26
fivb_vis:10928,1,25,23
fivb_vis:10928,2,14,25
fivb_vis:10928,3,25,21
fivb_vis:10928,4,23,25
fivb_vis:10928,5,6,15
fivb_vis:10929,1,25,17
fivb_vis:10929,2,22,25
fivb_vis:10929,3,22,25
fivb_vis:10929,4,19,25
fivb_vis:10930,1,25,18
fivb_vis:10930,2,25,16
fivb_vis:10930,3,25,23
fivb_vis:10931,1,28,30
fivb_vis:10931,2,25,13
fivb_vis:10931,3,28,26
fivb_vis:10931,4,25,19
fivb_vis:10932,1,25,14
fivb_vis:10932,2,25,18
fivb_vis:10932,3,25,12
fivb_vis:10933,1,25,18
fivb_vis:10933,2,21,25
fivb_vis:10933,3,25,20
fivb_vis:10933,4,25,20
fivb_vis:11382,1,23,25
fivb_vis:11382,2,19,25
fivb_vis:11382,3,14,25
fivb_vis:11383,1,25,20
fivb_vis:11383,2,25,19
fivb_vis:11383,3,25,20
fivb_vis:11384,1,25,18
fivb_vis:11384,2,25,12
fivb_vis:11384,3,25,20
fivb_vis:11385,1,21,25
fivb_vis:11385,2,14,25
fivb_vis:11385,3,14,25
fivb_vis:11386,1,25,15
fivb_vis:11386,2,25,11
fivb_vis:11386,3,25,23
fivb_vis:11387,1,25,10
fivb_vis:11387,2,25,22
fivb_vis:11387,3,25,19
fivb_vis:11388,1,25,19
fivb_vis:11388,2,25,15
fivb_vis:11388,3,25,13
fivb_vis:11389,1,27,29
fivb_vis:11389,2,22,25
fivb_vis:11389,3,21,25
fivb_vis:11390,1,23,25
fivb_vis:11390,2,16,25
fivb_vis:11390,3,24,26
fivb_vis:11391,1,25,22
fivb_vis:11391,2,23,25
fivb_vis:11391,3,25,20
fivb_vis:11391,4,25,15
fivb_vis:11392,1,22,25
fivb_vis:11392,2,25,17
fivb_vis:11392,3,25,13
fivb_vis:11392,4,23,25
fivb_vis:11392,5,15,12
fivb_vis:11393,1,25,14
fivb_vis:11393,2,25,22
fivb_vis:11393,3,26,24
fivb_vis:11394,1,25,21
fivb_vis:11394,2,25,16
fivb_vis:11394,3,25,15
fivb_vis:11395,1,25,20
fivb_vis:11395,2,17,25
fivb_vis:11395,3,25,18
fivb_vis:11395,4,15,25
fivb_vis:11395,5,15,12
fivb_vis:11396,1,25,21
fivb_vis:11396,2,25,11
fivb_vis:11396,3,25,20
fivb_vis:11397,1,17,25
fivb_vis:11397,2,25,23
fivb_vis:11397,3,25,20
fivb_vis:11397,4,25,27
fivb_vis:11397,5,12,15
fivb_vis:11398,1,16,25
fivb_vis:11398,2,18,25
fivb_vis:11398,3,24,26
fivb_vis:11399,1,25,19
fivb_vis:11399,2,25,20
fivb_vis:11399,3,17,25
fivb_vis:11399,4,20,25
fivb_vis:11399,5,15,12
fivb_vis:11400,1,25,19
fivb_vis:11400,2,25,18
fivb_vis:11400,3,25,10
fivb_vis:11401,1,20,25
fivb_vis:11401,2,12,25
fivb_vis:11401,3,19,25
fivb_vis:11402,1,23,25
fivb_vis:11402,2,20,25
fivb_vis:11402,3,18,25
fivb_vis:11403,1,20,25
fivb_vis:11403,2,16,25
fivb_vis:11403,3,25,23
fivb_vis:11403,4,19,25
fivb_vis:11404,1,19,25
fivb_vis:11404,2,25,19
fivb_vis:11404,3,22,25
fivb_vis:11404,4,25,15
fivb_vis:11404,5,14,16
fivb_vis:11405,1,25,21
fivb_vis:11405,2,25,20
fivb_vis:11405,3,26,24
fivb_vis:11406,1,25,18
fivb_vis:11406,2,25,17
fivb_vis:11406,3,25,15
fivb_vis:11407,1,21,25
fivb_vis:11407,2,25,16
fivb_vis:11407,3,25,27
fivb_vis:11407,4,25,16
fivb_vis:11407,5,15,12
fivb_vis:11408,1,25,21
fivb_vis:11408,2,23,25
fivb_vis:11408,3,23,25
fivb_vis:11408,4,25,15
fivb_vis:11408,5,10,15
fivb_vis:11409,1,25,15
fivb_vis:11409,2,25,22
fivb_vis:11409,3,25,19
fivb_vis:11410,1,10,25
fivb_vis:11410,2,23,25
fivb_vis:11410,3,25,19
fivb_vis:11410,4,19,25
fivb_vis:11411,1,25,10
fivb_vis:11411,2,25,16
fivb_vis:11411,3,25,8
fivb_vis:11412,1,23,25
fivb_vis:11412,2,25,21
fivb_vis:11412,3,25,19
fivb_vis:11412,4,25,22
fivb_vis:11413,1,17,25
fivb_vis:11413,2,25,17
fivb_vis:11413,3,28,26
fivb_vis:11413,4,18,25
fivb_vis:11413,5,15,13
fivb_vis:11414,1,25,21
fivb_vis:11414,2,25,14
fivb_vis:11414,3,25,21
fivb_vis:11415,1,11,25
fivb_vis:11415,2,20,25
fivb_vis:11415,3,19,25
fivb_vis:11416,1,25,16
fivb_vis:11416,2,25,16
fivb_vis:11416,3,25,16
fivb_vis:11417,1,19,25
fivb_vis:11417,2,15,25
fivb_vis:11417,3,23,25
fivb_vis:11418,1,18,25
fivb_vis:11418,2,15,25
fivb_vis:11418,3,15,25
fivb_vis:11419,1,21,25
fivb_vis:11419,2,20,25
fivb_vis:11419,3,14,25
fivb_vis:11344,1,26,28
fivb_vis:11344,2,18,25
fivb_vis:11344,3,25,21
fivb_vis:11344,4,25,18
fivb_vis:11344,5,15,11
fivb_vis:11345,1,25,22
fivb_vis:11345,2,25,20
fivb_vis:11345,3,25,15
fivb_vis:11346,1,21,25
fivb_vis:11346,2,25,23
fivb_vis:11346,3,25,17
fivb_vis:11346,4,25,21
fivb_vis:11347,1,25,21
fivb_vis:11347,2,25,20
fivb_vis:11347,3,25,15
fivb_vis:11348,1,25,18
fivb_vis:11348,2,22,25
fivb_vis:11348,3,22,25
fivb_vis:11348,4,25,22
fivb_vis:11348,5,21,23
fivb_vis:11349,1,25,18
fivb_vis:11349,2,25,18
fivb_vis:11349,3,25,22
fivb_vis:11350,1,25,17
fivb_vis:11350,2,25,20
fivb_vis:11350,3,25,18
fivb_vis:11351,1,23,25
fivb_vis:11351,2,25,27
fivb_vis:11351,3,25,21
fivb_vis:11351,4,23,25
fivb_vis:11352,1,25,20
fivb_vis:11352,2,26,24
fivb_vis:11352,3,25,20
fivb_vis:11353,1,25,21
fivb_vis:11353,2,25,11
fivb_vis:11353,3,25,21
fivb_vis:11354,1,23,25
fivb_vis:11354,2,25,23
fivb_vis:11354,3,25,23
fivb_vis:11354,4,25,20
fivb_vis:11355,1,19,25
fivb_vis:11355,2,21,25
fivb_vis:11355,3,25,16
fivb_vis:11355,4,25,21
fivb_vis:11355,5,16,14
fivb_vis:11356,1,25,16
fivb_vis:11356,2,25,20
fivb_vis:11356,3,25,22
fivb_vis:11357,1,25,14
fivb_vis:11357,2,23,25
fivb_vis:11357,3,25,14
fivb_vis:11357,4,25,23
fivb_vis:11358,1,23,25
fivb_vis:11358,2,25,17
fivb_vis:11358,3,25,20
fivb_vis:11358,4,15,25
fivb_vis:11358,5,15,13
fivb_vis:11359,1,25,16
fivb_vis:11359,2,25,13
fivb_vis:11359,3,18,25
fivb_vis:11359,4,25,15
fivb_vis:11360,1,20,25
fivb_vis:11360,2,17,25
fivb_vis:11360,3,25,23
fivb_vis:11360,4,21,25
fivb_vis:11361,1,22,25
fivb_vis:11361,2,20,25
fivb_vis:11361,3,20,25
fivb_vis:11362,1,25,13
fivb_vis:11362,2,25,22
fivb_vis:11362,3,25,12
fivb_vis:11363,1,30,32
fivb_vis:11363,2,25,23
fivb_vis:11363,3,25,21
fivb_vis:11363,4,25,20
fivb_vis:11364,1,22,25
fivb_vis:11364,2,21,25
fivb_vis:11364,3,24,26
fivb_vis:11365,1,23,25
fivb_vis:11365,2,23,25
fivb_vis:11365,3,25,19
fivb_vis:11365,4,25,18
fivb_vis:11365,5,15,8
fivb_vis:11366,1,30,28
fivb_vis:11366,2,25,21
fivb_vis:11366,3,21,25
fivb_vis:11366,4,25,21
fivb_vis:11367,1,21,25
fivb_vis:11367,2,25,20
fivb_vis:11367,3,17,25
fivb_vis:11367,4,20,25
fivb_vis:11368,1,25,15
fivb_vis:11368,2,25,21
fivb_vis:11368,3,25,16
fivb_vis:11369,1,25,22
fivb_vis:11369,2,37,39
fivb_vis:11369,3,25,17
fivb_vis:11369,4,21,25
fivb_vis:11369,5,20,18
fivb_vis:11370,1,25,20
fivb_vis:11370,2,25,22
fivb_vis:11370,3,25,16
fivb_vis:11371,1,25,22
fivb_vis:11371,2,25,15
fivb_vis:11371,3,25,17
fivb_vis:11372,1,25,21
fivb_vis:11372,2,20,25
fivb_vis:11372,3,29,31
fivb_vis:11372,4,25,22
fivb_vis:11372,5,15,13
fivb_vis:11373,1,21,25
fivb_vis:11373,2,23,25
fivb_vis:11373,3,23,25
fivb_vis:11374,1,25,21
fivb_vis:11374,2,22,25
fivb_vis:11374,3,25,21
fivb_vis:11374,4,21,25
fivb_vis:11374,5,9,15
fivb_vis:11375,1,25,21
fivb_vis:11375,2,23,25
fivb_vis:11375,3,22,25
fivb_vis:11375,4,25,14
fivb_vis:11375,5,12,15
fivb_vis:11376,1,20,25
fivb_vis:11376,2,22,25
fivb_vis:11376,3,20,25
fivb_vis:11377,1,21,25
fivb_vis:11377,2,28,30
fivb_vis:11377,3,22,25
fivb_vis:11378,1,25,22
fivb_vis:11378,2,25,19
fivb_vis:11378,3,25,22
fivb_vis:11379,1,25,18
fivb_vis:11379,2,21,25
fivb_vis:11379,3,24,26
fivb_vis:11379,4,23,25
fivb_vis:11380,1,25,23
fivb_vis:11380,2,20,25
fivb_vis:11380,3,20,25
fivb_vis:11380,4,25,17
fivb_vis:11380,5,15,13
fivb_vis:11381,1,25,23
fivb_vis:11381,2,25,17
fivb_vis:11381,3,21,25
fivb_vis:11381,4,21,25
fivb_vis:11381,5,15,12
fivb_vis:10872,1,25,16
fivb_vis:10872,2,25,13
fivb_vis:10872,3,25,22
fivb_vis:10873,1,25,8
fivb_vis:10873,2,25,9
fivb_vis:10873,3,25,10
fivb_vis:10874,1,25,9
fivb_vis:10874,2,25,8
fivb_vis:10874,3,25,20
fivb_vis:10875,1,25,12
fivb_vis:10875,2,25,11
fivb_vis:10875,3,25,11
fivb_vis:10876,1,25,16
fivb_vis:10876,2,25,15
fivb_vis:10876,3,25,13
fivb_vis:10877,1,25,10
fivb_vis:10877,2,25,16
fivb_vis:10877,3,25,11
fivb_vis:10878,1,25,8
fivb_vis:10878,2,25,6
fivb_vis:10878,3,25,16
fivb_vis:10879,1,25,14
fivb_vis:10879,2,25,11
fivb_vis:10879,3,25,16
fivb_vis:10880,1,25,19
fivb_vis:10880,2,23,25
fivb_vis:10880,3,25,18
fivb_vis:10880,4,21,25
fivb_vis:10880,5,15,5
fivb_vis:10881,1,23,25
fivb_vis:10881,2,25,19
fivb_vis:10881,3,25,16
fivb_vis:10881,4,25,11
fivb_vis:10882,1,17,25
fivb_vis:10882,2,15,25
fivb_vis:10882,3,25,12
fivb_vis:10882,4,22,25
fivb_vis:10883,1,22,25
fivb_vis:10883,2,25,23
fivb_vis:10883,3,26,24
fivb_vis:10883,4,13,25
fivb_vis:10883,5,9,15
fivb_vis:10884,1,25,22
fivb_vis:10884,2,25,22
fivb_vis:10884,3,25,23
fivb_vis:10885,1,25,15
fivb_vis:10885,2,25,9
fivb_vis:10885,3,25,14
fivb_vis:10886,1,23,25
fivb_vis:10886,2,21,25
fivb_vis:10886,3,19,25
fivb_vis:10887,1,25,19
fivb_vis:10887,2,25,18
fivb_vis:10887,3,25,16
fivb_vis:10888,1,25,0
fivb_vis:10888,2,25,0
fivb_vis:10888,3,25,0
fivb_vis:10889,1,23,25
fivb_vis:10889,2,18,25
fivb_vis:10889,3,22,25
fivb_vis:10890,1,19,25
fivb_vis:10890,2,24,26
fivb_vis:10890,3,25,17
fivb_vis:10890,4,25,19
fivb_vis:10890,5,14,16
fivb_vis:10891,1,22,25
fivb_vis:10891,2,23,25
fivb_vis:10891,3,20,25
fivb_vis:10955,1,25,23
fivb_vis:10955,2,25,21
fivb_vis:10955,3,23,25
fivb_vis:10955,4,18,25
fivb_vis:10955,5,15,10
fivb_vis:10956,1,16,25
fivb_vis:10956,2,25,23
fivb_vis:10956,3,16,25
fivb_vis:10956,4,21,25
fivb_vis:10957,1,25,15
fivb_vis:10957,2,25,17
fivb_vis:10957,3,25,23
fivb_vis:10958,1,22,25
fivb_vis:10958,2,25,20
fivb_vis:10958,3,25,17
fivb_vis:10958,4,25,18
fivb_vis:10959,1,25,17
fivb_vis:10959,2,22,25
fivb_vis:10959,3,25,18
fivb_vis:10959,4,25,16
fivb_vis:10960,1,29,31
fivb_vis:10960,2,14,25
fivb_vis:10960,3,30,28
fivb_vis:10960,4,25,18
fivb_vis:10960,5,9,15
fivb_vis:10961,1,25,23
fivb_vis:10961,2,25,23
fivb_vis:10961,3,25,19
fivb_vis:10962,1,25,11
fivb_vis:10962,2,25,10
fivb_vis:10962,3,25,17
fivb_vis:10963,1,25,19
fivb_vis:10963,2,25,20
fivb_vis:10963,3,25,13
fivb_vis:10964,1,14,25
fivb_vis:10964,2,16,25
fivb_vis:10964,3,11,25
fivb_vis:10965,1,18,25
fivb_vis:10965,2,15,25
fivb_vis:10965,3,17,25
fivb_vis:10966,1,21,25
fivb_vis:10966,2,26,28
fivb_vis:10966,3,16,25
fivb_vis:10967,1,16,25
fivb_vis:10967,2,15,25
fivb_vis:10967,3,21,25
fivb_vis:10968,1,25,20
fivb_vis:10968,2,26,24
fivb_vis:10968,3,19,25
fivb_vis:10968,4,20,25
fivb_vis:10968,5,15,13
fivb_vis:10969,1,15,25
fivb_vis:10969,2,30,32
fivb_vis:10969,3,13,25
fivb_vis:10970,1,25,22
fivb_vis:10970,2,25,19
fivb_vis:10970,3,25,20
fivb_vis:10971,1,25,21
fivb_vis:10971,2,25,14
fivb_vis:10971,3,25,15
fivb_vis:10972,1,25,22
fivb_vis:10972,2,13,25
fivb_vis:10972,3,20,25
fivb_vis:10972,4,21,25
fivb_vis:10973,1,25,22
fivb_vis:10973,2,23,25
fivb_vis:10973,3,21,25
fivb_vis:10973,4,21,25
fivb_vis:10974,1,19,25
fivb_vis:10974,2,25,20
fivb_vis:10974,3,22,25
fivb_vis:10974,4,16,25
fivb_vis:10975,1,22,25
fivb_vis:10975,2,25,12
fivb_vis:10975,3,25,21
fivb_vis:10975,4,25,19
fivb_vis:10976,1,15,25
fivb_vis:10976,2,18,25
fivb_vis:10976,3,26,24
fivb_vis:10976,4,21,25
fivb_vis:10977,1,25,23
fivb_vis:10977,2,25,19
fivb_vis:10977,3,25,20
fivb_vis:10978,1,25,18
fivb_vis:10978,2,25,20
fivb_vis:10978,3,25,16
fivb_vis:10979,1,33,35
fivb_vis:10979,2,25,22
fivb_vis:10979,3,20,25
fivb_vis:10979,4,22,25
fivb_vis:10980,1,26,24
fivb_vis:10980,2,25,21
fivb_vis:10980,3,25,16
fivb_vis:10981,1,25,21
fivb_vis:10981,2,25,18
fivb_vis:10981,3,25,20
fivb_vis:10982,1,29,27
fivb_vis:10982,2,26,24
fivb_vis:10982,3,25,21
fivb_vis:10983,1,18,25
fivb_vis:10983,2,23,25
fivb_vis:10983,3,17,25
fivb_vis:10984,1,25,23
fivb_vis:10984,2,25,20
fivb_vis:10984,3,25,21
fivb_vis:10985,1,25,21
fivb_vis:10985,2,25,19
fivb_vis:10985,3,26,24
fivb_vis:10986,1,33,31
fivb_vis:10986,2,25,19
fivb_vis:10986,3,23,25
fivb_vis:10986,4,25,23
fivb_vis:10987,1,21,25
fivb_vis:10987,2,23,25
fivb_vis:10987,3,25,13
fivb_vis:10987,4,22,25
fivb_vis:10988,1,25,22
fivb_vis:10988,2,29,27
fivb_vis:10988,3,24,26
fivb_vis:10988,4,25,18
fivb_vis:10989,1,25,22
fivb_vis:10989,2,25,20
fivb_vis:10989,3,23,25
fivb_vis:10989,4,23,25
fivb_vis:10989,5,15,9
fivb_vis:10990,1,25,16
fivb_vis:10990,2,25,21
fivb_vis:10990,3,25,21
fivb_vis:10991,1,24,26
fivb_vis:10991,2,25,19
fivb_vis:10991,3,25,19
fivb_vis:10991,4,25,22
fivb_vis:10992,1,25,23
fivb_vis:10992,2,17,25
fivb_vis:10992,3,25,20
fivb_vis:10992,4,18,25
fivb_vis:10992,5,15,11
fivb_vis:10993,1,25,20
fivb_vis:10993,2,23,25
fivb_vis:10993,3,25,18
fivb_vis:10993,4,23,25
fivb_vis:10993,5,14,16
fivb_vis:10994,1,25,17
fivb_vis:10994,2,25,22
fivb_vis:10994,3,25,18
fivb_vis:10995,1,21,25
fivb_vis:10995,2,20,25
fivb_vis:10995,3,17,25
fivb_vis:10996,1,26,24
fivb_vis:10996,2,25,17
fivb_vis:10996,3,25,17
fivb_vis:10997,1,25,23
fivb_vis:10997,2,20,25
fivb_vis:10997,3,20,25
fivb_vis:10997,4,26,24
fivb_vis:10997,5,12,15
fivb_vis:10998,1,21,25
fivb_vis:10998,2,21,25
fivb_vis:10998,3,25,18
fivb_vis:10998,4,25,14
fivb_vis:10998,5,15,13
fivb_vis:10999,1,25,20
fivb_vis:10999,2,25,23
fivb_vis:10999,3,20,25
fivb_vis:10999,4,25,21
fivb_vis:11000,1,25,19
fivb_vis:11000,2,27,25
fivb_vis:11000,3,25,21
fivb_vis:11001,1,25,23
fivb_vis:11001,2,25,17
fivb_vis:11001,3,18,25
fivb_vis:11001,4,25,22
fivb_vis:11002,1,19,25
fivb_vis:11002,2,21,25
fivb_vis:11002,3,25,19
fivb_vis:11002,4,25,23
fivb_vis:11002,5,15,12
fivb_vis:11003,1,26,24
fivb_vis:11003,2,16,25
fivb_vis:11003,3,25,17
fivb_vis:11003,4,18,25
fivb_vis:11003,5,12,15
fivb_vis:11004,1,25,16
fivb_vis:11004,2,28,30
fivb_vis:11004,3,25,21
fivb_vis:11004,4,17,25
fivb_vis:11004,5,10,15
fivb_vis:11005,1,25,12
fivb_vis:11005,2,25,18
fivb_vis:11005,3,29,31
fivb_vis:11005,4,25,19
fivb_vis:11006,1,25,20
fivb_vis:11006,2,22,25
fivb_vis:11006,3,11,25
fivb_vis:11006,4,16,25
fivb_vis:11007,1,17,25
fivb_vis:11007,2,19,25
fivb_vis:11007,3,25,15
fivb_vis:11007,4,24,26
fivb_vis:11008,1,25,22
fivb_vis:11008,2,23,25
fivb_vis:11008,3,22,25
fivb_vis:11008,4,22,25
fivb_vis:11009,1,20,25
fivb_vis:11009,2,25,18
fivb_vis:11009,3,16,25
fivb_vis:11009,4,25,22
fivb_vis:11009,5,15,12
fivb_vis:11010,1,23,25
fivb_vis:11010,2,21,25
fivb_vis:11010,3,25,20
fivb_vis:11010,4,25,19
fivb_vis:11010,5,6,15
fivb_vis:11011,1,25,16
fivb_vis:11011,2,23,25
fivb_vis:11011,3,25,20
fivb_vis:11011,4,25,16
fivb_vis:11012,1,23,25
fivb_vis:11012,2,17,25
fivb_vis:11012,3,25,23
fivb_vis:11012,4,22,25
fivb_vis:11013,1,25,14
fivb_vis:11013,2,25,17
fivb_vis:11013,3,25,21
fivb_vis:10934,1,25,15
fivb_vis:10934,2,25,12
fivb_vis:10934,3,25,15
fivb_vis:10935,1,25,10
fivb_vis:10935,2,25,16
fivb_vis:10935,3,25,14
fivb_vis:10936,1,25,22
fivb_vis:10936,2,21,25
fivb_vis:10936,3,21,25
fivb_vis:10936,4,25,17
fivb_vis:10936,5,14,16
fivb_vis:10937,1,25,9
fivb_vis:10937,2,25,17
fivb_vis:10937,3,25,13
fivb_vis:10938,1,25,11
fivb_vis:10938,2,25,14
fivb_vis:10938,3,25,12
fivb_vis:10939,1,25,15
fivb_vis:10939,2,25,10
fivb_vis:10939,3,25,17
fivb_vis:10940,1,25,13
fivb_vis:10940,2,25,17
fivb_vis:10940,3,25,19
fivb_vis:10941,1,25,14
fivb_vis:10941,2,25,17
fivb_vis:10941,3,25,13
fivb_vis:10942,1,20,25
fivb_vis:10942,2,14,25
fivb_vis:10942,3,17,25
fivb_vis:10943,1,25,23
fivb_vis:10943,2,25,21
fivb_vis:10943,3,18,25
fivb_vis:10943,4,25,21
fivb_vis:10944,1,12,25
fivb_vis:10944,2,24,26
fivb_vis:10944,3,14,25
fivb_vis:10945,1,25,22
fivb_vis:10945,2,25,20
fivb_vis:10945,3,21,25
fivb_vis:10945,4,26,24
fivb_vis:10946,1,25,22
fivb_vis:10946,2,25,22
fivb_vis:10946,3,25,15
fivb_vis:10947,1,19,25
fivb_vis:10947,2,19,25
fivb_vis:10947,3,18,25
fivb_vis:10948,1,25,16
fivb_vis:10948,2,25,17
fivb_vis:10948,3,25,21
fivb_vis:10949,1,13,25
fivb_vis:10949,2,16,25
fivb_vis:10949,3,13,25
fivb_vis:10950,1,22,25
fivb_vis:10950,2,25,15
fivb_vis:10950,3,25,23
fivb_vis:10950,4,25,21
fivb_vis:10951,1,25,23
fivb_vis:10951,2,13,25
fivb_vis:10951,3,20,25
fivb_vis:10951,4,26,24
fivb_vis:10951,5,15,10
fivb_vis:10952,1,25,21
fivb_vis:10952,2,25,18
fivb_vis:10952,3,25,13
fivb_vis:10953,1,24,26
fivb_vis:10953,2,22,25
fivb_vis:10953,3,31,29
fivb_vis:10953,4,25,20
fivb_vis:10953,5,15,13
fivb_vis:11037,1,25,16
fivb_vis:11037,2,22,25
fivb_vis:11037,3,25,17
fivb_vis:11037,4,25,14
fivb_vis:11038,1,25,8
fivb_vis:11038,2,25,7
fivb_vis:11038,3,25,7
fivb_vis:11039,1,26,24
fivb_vis:11039,2,25,11
fivb_vis:11039,3,25,14
fivb_vis:11040,1,25,8
fivb_vis:11040,2,25,14
fivb_vis:11040,3,25,13
fivb_vis:11041,1,25,20
fivb_vis:11041,2,25,8
fivb_vis:11041,3,25,13
fivb_vis:11042,1,25,7
fivb_vis:11042,2,25,13
fivb_vis:11042,3,25,9
fivb_vis:11043,1,25,8
fivb_vis:11043,2,25,15
fivb_vis:11043,3,25,14
fivb_vis:11044,1,25,15
fivb_vis:11044,2,25,9
fivb_vis:11044,3,25,18
fivb_vis:11045,1,17,25
fivb_vis:11045,2,15,25
fivb_vis:11045,3,16,25
fivb_vis:11046,1,25,14
fivb_vis:11046,2,25,7
fivb_vis:11046,3,25,10
fivb_vis:11047,1,27,25
fivb_vis:11047,2,25,17
fivb_vis:11047,3,25,14
fivb_vis:11048,1,25,23
fivb_vis:11048,2,25,22
fivb_vis:11048,3,25,18
fivb_vis:11049,1,25,18
fivb_vis:11049,2,25,11
fivb_vis:11049,3,25,20
fivb_vis:11050,1,25,20
fivb_vis:11050,2,29,31
fivb_vis:11050,3,25,17
fivb_vis:11050,4,25,20
fivb_vis:11051,1,14,25
fivb_vis:11051,2,11,25
fivb_vis:11051,3,17,25
fivb_vis:11052,1,18,25
fivb_vis:11052,2,20,25
fivb_vis:11052,3,9,25
fivb_vis:11053,1,25,19
fivb_vis:11053,2,14,25
fivb_vis:11053,3,24,26
fivb_vis:11053,4,25,21
fivb_vis:11053,5,8,15
fivb_vis:11054,1,25,17
fivb_vis:11054,2,25,16
fivb_vis:11054,3,25,18
fivb_vis:11055,1,25,19
fivb_vis:11055,2,25,21
fivb_vis:11055,3,25,19
fivb_vis:11056,1,25,20
fivb_vis:11056,2,25,20
fivb_vis:11056,3,17,25
fivb_vis:11056,4,25,22
fivb_vis:11057,1,24,26
fivb_vis:11057,2,13,25
fivb_vis:11057,3,20,25
fivb_vis:11058,1,25,19
fivb_vis:11058,2,25,23
fivb_vis:11058,3,15,25
fivb_vis:11058,4,20,25
fivb_vis:11058,5,15,9
fivb_vis:13455,1,31,33
fivb_vis:13455,2,21,25
fivb_vis:13455,3,25,16
fivb_vis:13455,4,25,17
fivb_vis:13455,5,18,16
fivb_vis:13456,1,25,20
fivb_vis:13456,2,25,18
fivb_vis:13456,3,25,15
fivb_vis:13457,1,25,22
fivb_vis:13457,2,28,26
fivb_vis:13457,3,26,24
fivb_vis:13458,1,25,18
fivb_vis:13458,2,25,20
fivb_vis:13458,3,25,12
fivb_vis:13459,1,25,12
fivb_vis:13459,2,25,20
fivb_vis:13459,3,25,20
fivb_vis:13460,1,25,19
fivb_vis:13460,2,25,23
fivb_vis:13460,3,25,21
fivb_vis:13461,1,25,15
fivb_vis:13461,2,25,19
fivb_vis:13461,3,25,14
fivb_vis:13462,1,25,17
fivb_vis:13462,2,25,22
fivb_vis:13462,3,25,16
fivb_vis:13463,1,25,22
fivb_vis:13463,2,28,30
fivb_vis:13463,3,18,25
fivb_vis:13463,4,34,32
fivb_vis:13463,5,19,21
fivb_vis:13464,1,25,19
fivb_vis:13464,2,25,17
fivb_vis:13464,3,25,20
fivb_vis:13465,1,26,28
fivb_vis:13465,2,21,25
fivb_vis:13465,3,20,25
fivb_vis:13466,1,25,13
fivb_vis:13466,2,25,18
fivb_vis:13466,3,39,37
fivb_vis:13467,1,25,21
fivb_vis:13467,2,25,21
fivb_vis:13467,3,22,25
fivb_vis:13467,4,25,19
fivb_vis:13468,1,25,21
fivb_vis:13468,2,25,18
fivb_vis:13468,3,25,16
fivb_vis:13469,1,30,28
fivb_vis:13469,2,25,14
fivb_vis:13469,3,25,19
fivb_vis:13470,1,25,20
fivb_vis:13470,2,25,23
fivb_vis:13470,3,26,24
fivb_vis:13471,1,25,17
fivb_vis:13471,2,25,14
fivb_vis:13471,3,25,19
fivb_vis:13472,1,25,21
fivb_vis:13472,2,22,25
fivb_vis:13472,3,23,25
fivb_vis:13472,4,34,32
fivb_vis:13472,5,15,7
fivb_vis:13473,1,25,23
fivb_vis:13473,2,25,21
fivb_vis:13473,3,25,23
fivb_vis:13474,1,30,28
fivb_vis:13474,2,25,20
fivb_vis:13474,3,21,25
fivb_vis:13474,4,25,27
fivb_vis:13474,5,9,15
fivb_vis:13475,1,25,14
fivb_vis:13475,2,25,19
fivb_vis:13475,3,22,25
fivb_vis:13475,4,26,24
fivb_vis:13476,1,26,24
fivb_vis:13476,2,25,21
fivb_vis:13476,3,25,16
fivb_vis:13477,1,25,21
fivb_vis:13477,2,25,19
fivb_vis:13477,3,25,15
fivb_vis:13478,1,25,18
fivb_vis:13478,2,25,20
fivb_vis:13478,3,25,22
fivb_vis:13479,1,25,13
fivb_vis:13479,2,25,23
fivb_vis:13479,3,26,24
fivb_vis:13480,1,25,18
fivb_vis:13480,2,21,25
fivb_vis:13480,3,25,15
fivb_vis:13480,4,25,19
fivb_vis:13481,1,25,19
fivb_vis:13481,2,25,19
fivb_vis:13481,3,25,22
fivb_vis:13482,1,20,25
fivb_vis:13482,2,25,20
fivb_vis:13482,3,25,23
fivb_vis:13482,4,23,25
fivb_vis:13482,5,18,16
fivb_vis:13483,1,23,25
fivb_vis:13483,2,25,21
fivb_vis:13483,3,25,19
fivb_vis:13483,4,25,21
fivb_vis:13484,1,25,16
fivb_vis:13484,2,25,22
fivb_vis:13484,3,25,17
fivb_vis:13485,1,27,25
fivb_vis:13485,2,26,28
